employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted,training_impact
55649,HR,region_12,Bachelor's,f,sourcing,1,27,,1,0,50,0,50
37104,Operations,region_29,Bachelor's,f,other,1,33,5.0,9,0,65,0,65
27719,Technology,region_16,Bachelor's,f,referred,2,31,3.0,10,0,75,0,150
3883,Technology,region_2,Master's & above,f,sourcing,1,36,3.0,8,0,78,0,78
7764,Legal,region_2,Master's & above,m,other,1,46,3.0,12,0,60,0,60
72918,Sales & Marketing,region_2,Bachelor's,f,other,1,31,5.0,6,0,64,1,64
28560,Analytics,region_11,Bachelor's,m,other,1,30,3.0,2,0,88,0,88
67044,Operations,region_1,Bachelor's,f,sourcing,1,27,5.0,3,0,60,0,60
65845,Analytics,region_5,Bachelor's,m,other,1,42,3.0,13,0,88,0,88
63188,Technology,region_14,Master's & above,f,sourcing,1,43,2.0,4,1,78,0,78
29617,Operations,region_32,Bachelor's,f,sourcing,2,30,3.0,3,0,57,0,114
50667,HR,region_2,Master's & above,f,sourcing,1,55,3.0,5,0,50,0,50
53846,Finance,region_15,Bachelor's,m,sourcing,1,27,4.0,2,0,57,1,57
71652,Operations,region_21,Bachelor's,m,sourcing,1,29,2.0,4,0,60,0,60
36461,Technology,region_4,Bachelor's,m,sourcing,2,32,4.0,6,0,79,0,158
2451,Operations,region_31,Bachelor's,m,sourcing,2,34,4.0,3,0,61,0,122
38426,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,28,3.0,3,0,48,0,48
9818,Technology,region_15,Bachelor's,m,other,1,28,2.0,3,0,83,0,83
36224,HR,region_26,Bachelor's,f,other,1,29,3.0,2,0,50,0,50
11765,Operations,region_2,Bachelor's,f,referred,1,31,4.0,4,0,62,0,62
64002,Procurement,region_17,Master's & above,m,other,1,50,1.0,27,0,70,0,70
62973,Finance,region_4,Bachelor's,m,sourcing,1,26,3.0,4,0,54,1,54
67720,Procurement,region_27,Bachelor's,m,sourcing,9,26,2.0,2,0,71,0,639
52394,Operations,region_7,Bachelor's,f,sourcing,1,46,4.0,11,0,59,0,59
9846,Technology,region_2,Master's & above,f,other,1,20,3.0,2,0,80,0,80
32260,Operations,region_2,,m,other,1,53,5.0,13,0,57,0,57
68726,Technology,region_2,Bachelor's,f,other,1,29,,1,0,82,0,82
22639,Procurement,region_13,Master's & above,f,sourcing,1,37,5.0,4,0,71,0,71
11140,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,42,1.0,7,0,47,0,47
37747,Sales & Marketing,region_10,Bachelor's,m,other,1,29,1.0,4,0,50,0,50
62304,Analytics,region_31,Bachelor's,m,other,2,28,,1,0,82,0,164
52512,Operations,region_13,Bachelor's,m,sourcing,1,31,5.0,3,0,62,0,62
25827,Operations,region_32,Bachelor's,m,other,1,30,4.0,2,0,59,0,59
37351,Sales & Marketing,region_11,Bachelor's,m,other,2,32,5.0,4,0,52,0,104
43133,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,,1,0,51,0,51
67118,Sales & Marketing,region_7,Master's & above,m,other,1,35,4.0,2,0,53,0,53
52130,Sales & Marketing,region_2,Master's & above,m,other,1,38,5.0,10,0,48,0,48
20807,Operations,region_2,Bachelor's,m,sourcing,1,52,3.0,15,0,66,0,66
53662,Analytics,region_12,Bachelor's,m,sourcing,1,33,3.0,4,0,80,0,80
53300,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,27,5.0,2,0,46,1,46
26146,Operations,region_22,Master's & above,m,sourcing,1,45,3.0,15,0,57,0,57
75379,Operations,region_2,Master's & above,f,other,1,45,4.0,18,0,60,0,60
52869,Procurement,region_22,Master's & above,m,sourcing,1,34,4.0,3,0,69,0,69
58566,Analytics,region_7,Bachelor's,m,other,1,47,3.0,13,0,88,0,88
10328,Operations,region_27,Master's & above,f,other,1,35,5.0,4,0,60,0,60
44855,Sales & Marketing,region_10,Bachelor's,m,sourcing,2,31,1.0,2,0,46,0,92
64574,Technology,region_2,Bachelor's,m,referred,1,52,3.0,17,0,81,0,81
51517,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,25,,1,0,55,0,55
1509,Analytics,region_2,Master's & above,m,other,2,36,3.0,7,0,83,0,166
25947,Operations,region_29,Bachelor's,m,other,1,28,3.0,5,0,64,0,64
59411,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,5.0,11,1,90,1,90
20706,Technology,region_26,Master's & above,f,other,1,42,3.0,7,0,81,0,81
46224,Finance,region_24,Bachelor's,m,other,1,31,3.0,6,0,59,0,59
62904,Technology,region_22,Bachelor's,m,other,1,52,3.0,7,0,82,0,82
8772,Analytics,region_7,Bachelor's,m,sourcing,1,33,4.0,4,0,85,0,85
28021,Technology,region_19,Bachelor's,m,other,1,31,1.0,7,0,76,0,76
8994,Operations,region_12,Bachelor's,f,other,1,33,5.0,6,0,64,0,64
4974,Sales & Marketing,region_7,Master's & above,m,other,2,43,1.0,9,0,47,0,94
52606,Procurement,region_7,Bachelor's,m,other,3,25,5.0,2,0,82,1,246
54421,Operations,region_34,Bachelor's,m,sourcing,1,33,3.0,5,0,58,0,58
55548,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,30,3.0,5,0,46,0,92
18088,HR,region_10,Master's & above,m,sourcing,1,29,5.0,3,0,49,0,49
38328,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,54,5.0,16,0,47,0,94
1611,HR,region_13,Bachelor's,m,other,1,41,5.0,4,0,60,1,60
45522,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,5.0,6,0,49,0,98
60944,Operations,region_2,Master's & above,f,other,1,58,5.0,16,0,90,1,90
43868,Technology,region_7,Bachelor's,f,other,1,53,2.0,16,0,79,0,79
61367,Legal,region_2,Bachelor's,m,sourcing,3,35,5.0,3,0,60,0,180
15991,Operations,region_8,Bachelor's,f,sourcing,1,29,5.0,2,0,56,0,56
39699,Sales & Marketing,region_13,Master's & above,m,sourcing,1,38,4.0,8,0,48,0,48
16479,Analytics,region_2,Master's & above,m,other,1,36,1.0,4,0,85,0,85
67992,Finance,region_2,Bachelor's,f,sourcing,1,28,1.0,2,0,60,0,60
70641,Operations,region_22,Bachelor's,m,other,2,27,,1,0,57,0,114
77022,Finance,region_6,Bachelor's,f,other,1,30,2.0,7,0,59,0,59
50002,Analytics,region_22,Bachelor's,m,sourcing,2,31,3.0,2,0,88,1,176
34025,Operations,region_21,Master's & above,m,other,1,31,5.0,7,0,60,0,60
16572,R&D,region_22,Bachelor's,m,sourcing,2,37,3.0,4,0,84,0,168
25517,Technology,region_22,Bachelor's,m,other,1,28,4.0,6,0,77,0,77
23472,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,33,3.0,7,0,49,0,49
55446,Sales & Marketing,region_1,Master's & above,m,other,1,49,3.0,4,0,54,0,54
32683,Operations,region_27,Bachelor's,m,other,1,40,4.0,5,0,61,0,61
2144,Analytics,region_22,Bachelor's,m,other,1,31,3.0,6,0,84,0,84
56706,Procurement,region_29,Bachelor's,m,other,1,28,2.0,2,0,72,0,72
45920,Analytics,region_26,Bachelor's,m,other,1,29,5.0,3,0,80,0,80
72608,Operations,region_2,Below Secondary,f,other,1,26,5.0,4,0,59,0,59
48280,Operations,region_7,Bachelor's,m,sourcing,1,39,2.0,5,0,58,0,58
69564,Analytics,region_2,Bachelor's,m,sourcing,1,31,2.0,3,0,86,0,86
55949,Sales & Marketing,region_23,Master's & above,m,sourcing,1,39,3.0,13,0,52,0,52
18334,Technology,region_7,Master's & above,m,other,1,39,1.0,12,1,81,0,81
60420,Sales & Marketing,region_25,Bachelor's,m,other,1,38,5.0,8,0,47,0,47
54592,Sales & Marketing,region_1,Master's & above,m,other,2,34,4.0,7,0,50,0,100
13053,Operations,region_22,Master's & above,f,other,1,49,3.0,11,0,57,0,57
76901,Procurement,region_2,Master's & above,m,sourcing,1,43,5.0,13,0,73,0,73
9236,Sales & Marketing,region_22,Master's & above,m,sourcing,3,38,3.0,4,0,49,0,147
24964,Operations,region_15,Bachelor's,m,sourcing,1,51,4.0,15,0,63,0,63
66370,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,3.0,3,0,60,1,60
60688,Technology,region_11,Bachelor's,m,sourcing,1,30,5.0,4,0,80,1,80
9488,Sales & Marketing,region_10,Master's & above,m,sourcing,1,38,4.0,7,0,56,0,56
28348,Procurement,region_26,Bachelor's,f,other,1,31,5.0,7,1,70,0,70
46311,Operations,region_22,Master's & above,m,referred,2,38,5.0,11,0,56,0,112
30868,Finance,region_27,Bachelor's,f,sourcing,1,25,3.0,3,0,59,0,59
26223,Procurement,region_22,Bachelor's,m,other,1,31,5.0,3,0,70,0,70
28966,Sales & Marketing,region_13,Master's & above,m,other,1,40,1.0,3,0,47,0,47
20697,Operations,region_21,Bachelor's,m,other,1,45,3.0,14,0,62,0,62
37471,Technology,region_2,Master's & above,m,other,1,51,2.0,8,0,76,0,76
46836,Sales & Marketing,region_2,Master's & above,f,other,1,34,5.0,2,0,48,0,48
70976,Sales & Marketing,region_15,Master's & above,m,other,1,49,5.0,3,0,54,0,54
11643,Technology,region_7,Bachelor's,m,other,1,29,4.0,5,0,79,0,79
15276,HR,region_26,Bachelor's,m,sourcing,1,29,3.0,5,0,46,0,46
38835,Finance,region_7,Master's & above,m,sourcing,2,35,3.0,6,0,61,0,122
25550,Sales & Marketing,region_17,Master's & above,m,other,1,38,4.0,3,0,52,0,52
61263,Operations,region_15,Master's & above,m,other,1,32,4.0,9,0,59,0,59
53341,R&D,region_22,Bachelor's,m,other,1,39,3.0,9,0,86,0,86
31722,Operations,region_2,Bachelor's,m,other,1,45,5.0,6,0,58,0,58
61589,HR,region_26,Bachelor's,f,other,1,33,4.0,4,0,54,0,54
33025,Technology,region_7,,m,sourcing,1,24,,1,0,82,0,82
58500,Technology,region_13,Bachelor's,m,sourcing,1,52,3.0,4,0,82,0,82
6818,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,26,3.0,2,0,48,0,48
43616,Sales & Marketing,region_1,Master's & above,m,other,1,43,4.0,6,0,52,0,52
37263,Procurement,region_12,Bachelor's,m,sourcing,1,28,,1,0,68,0,68
51665,Technology,region_2,Bachelor's,m,sourcing,1,27,5.0,5,0,80,0,80
58911,Technology,region_16,Below Secondary,m,sourcing,1,24,,1,0,83,0,83
13195,Sales & Marketing,region_13,Master's & above,f,sourcing,1,36,3.0,3,0,51,0,51
9480,HR,region_2,Bachelor's,f,referred,1,36,3.0,5,0,51,0,51
77075,HR,region_11,Bachelor's,m,sourcing,1,28,3.0,2,0,49,0,49
24722,Finance,region_26,Bachelor's,f,sourcing,1,31,1.0,6,0,61,0,61
54404,Sales & Marketing,region_11,Master's & above,m,other,1,46,3.0,15,0,49,0,49
69236,Sales & Marketing,region_22,,m,other,1,27,5.0,2,0,49,0,49
41129,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,36,1.0,9,0,48,0,48
75639,Analytics,region_28,Bachelor's,m,sourcing,1,28,2.0,3,0,84,0,84
70207,Sales & Marketing,region_13,Bachelor's,m,other,4,45,1.0,17,0,49,0,196
37465,R&D,region_2,Master's & above,m,sourcing,1,48,3.0,6,0,88,0,88
10236,Legal,region_7,Bachelor's,m,sourcing,1,32,,1,0,60,0,60
48998,Analytics,region_22,,m,sourcing,1,26,4.0,6,0,85,1,85
30959,Sales & Marketing,region_14,Bachelor's,m,other,2,34,3.0,5,0,51,0,102
68991,R&D,region_32,Bachelor's,m,other,1,28,,1,0,86,0,86
17464,Operations,region_7,Bachelor's,m,other,1,35,4.0,8,0,60,0,60
36609,Procurement,region_8,Bachelor's,m,sourcing,1,26,2.0,2,0,68,0,68
38981,Analytics,region_7,Master's & above,m,sourcing,1,39,3.0,8,0,84,0,84
55580,Technology,region_16,Bachelor's,f,sourcing,1,32,5.0,3,0,81,0,81
78037,Analytics,region_13,Master's & above,m,sourcing,2,34,5.0,4,0,81,0,162
65045,Technology,region_5,Bachelor's,m,other,1,31,2.0,2,0,76,0,76
59183,Operations,region_27,Bachelor's,m,sourcing,1,45,4.0,2,0,57,0,57
65913,Procurement,region_5,Master's & above,m,other,1,48,3.0,18,0,66,0,66
41366,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,3.0,3,0,48,0,48
67214,Procurement,region_26,Bachelor's,f,other,1,41,3.0,11,0,68,0,68
27187,Technology,region_28,Master's & above,m,sourcing,1,31,4.0,6,0,81,0,81
23409,Technology,region_7,Master's & above,m,other,1,46,3.0,3,0,79,0,79
53155,Technology,region_23,Master's & above,m,sourcing,1,44,4.0,18,0,81,0,81
63861,Analytics,region_22,Bachelor's,m,sourcing,1,30,,1,0,85,0,85
46659,Procurement,region_15,Bachelor's,m,sourcing,1,41,1.0,5,0,68,0,68
70783,Sales & Marketing,region_25,Master's & above,m,other,1,45,3.0,16,0,46,0,46
72675,Finance,region_31,Bachelor's,f,other,1,26,3.0,3,0,58,0,58
32581,Finance,region_13,Master's & above,m,other,3,36,3.0,7,1,57,0,171
19815,Analytics,region_26,Bachelor's,m,sourcing,1,32,3.0,10,0,80,0,80
26721,Sales & Marketing,region_22,Bachelor's,m,other,4,29,1.0,8,0,46,0,184
39996,Operations,region_15,Bachelor's,m,sourcing,1,38,4.0,3,0,62,0,62
10838,Sales & Marketing,region_9,Bachelor's,m,other,1,29,1.0,6,0,46,0,46
25352,Operations,region_2,Bachelor's,f,sourcing,2,50,5.0,7,0,54,0,108
33005,Sales & Marketing,region_2,Bachelor's,m,other,1,25,2.0,4,0,49,0,49
71946,Sales & Marketing,region_2,Bachelor's,m,other,2,35,4.0,8,0,53,0,106
44610,Analytics,region_6,Bachelor's,f,sourcing,1,27,3.0,2,0,81,0,81
31863,Sales & Marketing,region_32,Bachelor's,m,other,1,29,2.0,5,0,53,0,53
17474,Procurement,region_22,Bachelor's,m,sourcing,1,40,3.0,6,0,71,0,71
58306,Analytics,region_22,Bachelor's,f,sourcing,2,27,3.0,2,0,85,0,170
41504,Technology,region_26,Bachelor's,f,other,1,38,1.0,11,0,83,0,83
31441,Analytics,region_2,Bachelor's,m,sourcing,1,31,5.0,7,0,86,0,86
22862,Procurement,region_4,Master's & above,m,sourcing,1,38,5.0,3,0,70,1,70
71597,Technology,region_2,Master's & above,f,sourcing,1,40,4.0,8,0,84,0,84
15484,Operations,region_15,Bachelor's,m,other,1,36,5.0,9,0,60,0,60
28708,Operations,region_24,Master's & above,m,other,1,33,3.0,8,0,55,0,55
26459,Technology,region_2,Bachelor's,f,other,2,31,4.0,6,0,82,0,164
62326,Legal,region_22,Master's & above,m,sourcing,1,45,3.0,10,0,59,0,59
74504,Procurement,region_16,Master's & above,m,other,1,36,5.0,8,0,67,1,67
64213,HR,region_7,Master's & above,f,other,1,32,4.0,8,0,46,0,46
7538,Analytics,region_7,Bachelor's,m,other,2,30,,1,0,85,0,170
50144,Operations,region_2,Bachelor's,f,other,1,57,3.0,11,0,59,0,59
72073,Sales & Marketing,region_15,Bachelor's,m,other,1,27,5.0,5,0,47,0,47
59431,Operations,region_29,Bachelor's,m,sourcing,1,34,1.0,4,0,55,0,55
8787,Sales & Marketing,region_2,,f,other,1,53,2.0,9,0,49,0,49
25391,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,28,3.0,6,0,49,0,49
29974,Sales & Marketing,region_22,Bachelor's,m,other,2,28,5.0,2,0,53,0,106
49780,HR,region_29,Master's & above,m,sourcing,1,30,3.0,7,0,48,0,48
61999,Procurement,region_7,Master's & above,m,sourcing,1,41,2.0,14,0,73,0,73
2033,Procurement,region_2,Master's & above,m,sourcing,3,38,3.0,4,0,71,0,213
19233,Analytics,region_25,Bachelor's,m,sourcing,1,28,1.0,5,0,84,0,84
56006,Procurement,region_2,Master's & above,m,sourcing,7,48,4.0,17,0,67,0,469
55067,Sales & Marketing,region_2,Master's & above,f,other,1,46,3.0,14,0,52,0,52
32237,R&D,region_22,Bachelor's,m,other,1,36,3.0,10,0,86,0,86
65926,Technology,region_2,Bachelor's,m,other,1,30,4.0,4,0,78,0,78
41919,Sales & Marketing,region_13,Bachelor's,m,other,1,58,3.0,27,0,46,0,46
56492,Finance,region_13,Bachelor's,m,sourcing,4,27,3.0,2,0,59,0,236
15690,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,37,3.0,10,0,43,0,86
28065,Sales & Marketing,region_16,Master's & above,m,sourcing,1,58,5.0,7,0,53,0,53
59859,Operations,region_13,Master's & above,f,other,1,39,4.0,10,0,55,0,55
15208,Operations,region_12,Bachelor's,f,other,1,30,,1,0,63,0,63
18857,Operations,region_22,Bachelor's,m,other,2,30,4.0,2,0,57,0,114
51453,Operations,region_22,Bachelor's,m,other,1,27,1.0,4,0,58,0,58
71916,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,29,3.0,6,1,88,1,88
59558,Operations,region_13,Master's & above,f,sourcing,1,41,4.0,4,0,60,0,60
12696,Sales & Marketing,region_2,Master's & above,m,other,1,40,1.0,5,0,49,0,49
20532,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,33,2.0,4,0,50,1,100
65216,Sales & Marketing,region_13,Master's & above,f,other,3,37,3.0,9,0,52,0,156
52102,Finance,region_2,Bachelor's,m,sourcing,4,30,4.0,5,0,67,0,268
32763,Technology,region_2,Bachelor's,f,other,1,50,4.0,5,0,80,0,80
20312,Procurement,region_22,Bachelor's,m,other,3,29,3.0,3,0,70,0,210
9427,Operations,region_19,Bachelor's,m,sourcing,1,43,4.0,6,0,57,0,57
26354,Analytics,region_23,Master's & above,m,sourcing,1,36,3.0,9,0,83,0,83
14825,Technology,region_7,Bachelor's,f,other,1,30,2.0,4,0,77,0,77
15871,Operations,region_26,Bachelor's,m,sourcing,1,34,3.0,10,0,55,0,55
45158,Procurement,region_22,Master's & above,m,other,1,49,3.0,15,0,71,0,71
70373,Analytics,region_32,Bachelor's,m,sourcing,1,28,5.0,5,0,86,0,86
73012,Operations,region_8,Bachelor's,m,other,1,32,1.0,7,0,57,0,57
17715,Sales & Marketing,region_2,Bachelor's,m,other,2,42,1.0,2,0,48,0,96
59011,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,51,3.0,12,0,47,0,47
4838,Analytics,region_22,Bachelor's,m,other,1,28,,1,0,86,1,86
42590,Technology,region_23,Bachelor's,f,other,2,29,3.0,2,0,93,1,186
54411,Procurement,region_7,Master's & above,f,sourcing,1,44,3.0,13,0,72,0,72
20163,Technology,region_2,Bachelor's,f,other,1,34,3.0,4,0,79,0,79
26702,Analytics,region_26,Bachelor's,m,other,1,42,3.0,7,0,81,1,81
60047,Sales & Marketing,region_32,Bachelor's,m,other,3,26,1.0,2,0,51,0,153
11997,Sales & Marketing,region_1,Master's & above,f,other,1,37,4.0,3,0,52,0,52
72123,Legal,region_2,Bachelor's,m,other,1,41,2.0,12,0,58,0,58
53036,R&D,region_2,Bachelor's,m,other,2,32,3.0,4,0,86,0,172
74568,Technology,region_13,Bachelor's,f,other,2,26,1.0,6,0,77,0,154
74991,Finance,region_13,Master's & above,m,sourcing,1,31,,1,0,59,0,59
47712,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,47,5.0,7,0,50,0,50
64689,Technology,region_13,Bachelor's,m,other,1,31,2.0,5,1,77,0,77
77920,Operations,region_15,Bachelor's,m,referred,1,32,3.0,4,0,64,0,64
37581,Sales & Marketing,region_2,,m,sourcing,1,21,,1,0,52,0,52
33878,Operations,region_22,Bachelor's,f,sourcing,1,30,3.0,2,0,59,0,59
76586,Sales & Marketing,region_2,Bachelor's,f,other,4,41,3.0,7,0,52,0,208
44202,Sales & Marketing,region_28,Master's & above,m,sourcing,1,39,1.0,9,0,52,0,52
59335,Analytics,region_9,Bachelor's,m,sourcing,2,30,5.0,3,0,84,0,168
75378,Procurement,region_31,Bachelor's,f,other,1,25,1.0,2,0,72,0,72
67974,Analytics,region_23,Master's & above,m,sourcing,2,35,5.0,7,0,99,1,198
31829,Sales & Marketing,region_13,,m,sourcing,1,45,3.0,14,0,51,0,51
24080,R&D,region_22,Master's & above,m,sourcing,1,34,4.0,4,0,92,0,92
38969,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,36,2.0,9,0,49,0,49
47163,R&D,region_2,Bachelor's,m,sourcing,2,24,,1,0,85,0,170
61794,Procurement,region_17,Bachelor's,f,other,1,35,4.0,7,0,68,0,68
41721,Analytics,region_22,Bachelor's,m,referred,2,27,,1,0,83,0,166
39157,Sales & Marketing,region_22,Master's & above,m,sourcing,3,39,5.0,12,0,55,0,165
49660,Procurement,region_30,Bachelor's,m,sourcing,1,27,3.0,3,0,68,0,68
71566,Analytics,region_2,Bachelor's,m,other,2,26,3.0,4,0,83,0,166
8187,Procurement,region_2,Bachelor's,f,sourcing,1,39,3.0,13,0,83,1,83
5880,Operations,region_4,Bachelor's,m,other,1,27,2.0,2,0,61,0,61
37059,Finance,region_2,Bachelor's,m,sourcing,1,39,5.0,3,0,62,0,62
7405,Operations,region_22,Bachelor's,m,other,1,36,4.0,7,0,62,0,62
72226,Sales & Marketing,region_28,Bachelor's,m,other,2,33,3.0,3,0,51,0,102
13578,Sales & Marketing,region_2,Bachelor's,m,other,1,56,5.0,5,0,93,1,93
11918,Procurement,region_7,Master's & above,m,sourcing,1,59,3.0,3,0,74,1,74
12698,Sales & Marketing,region_10,Master's & above,f,sourcing,1,35,5.0,3,0,50,0,50
69663,Operations,region_2,Bachelor's,f,sourcing,1,26,4.0,2,0,58,0,58
70080,Procurement,region_2,Master's & above,f,other,1,34,5.0,8,0,69,1,69
54492,Technology,region_26,Bachelor's,m,other,4,30,3.0,9,0,79,0,316
37032,R&D,region_7,Master's & above,f,sourcing,1,38,5.0,4,0,82,0,82
36598,Analytics,region_22,Bachelor's,m,sourcing,2,27,4.0,3,0,81,0,162
69311,Operations,region_28,Bachelor's,m,sourcing,1,26,,1,0,57,0,57
15897,Analytics,region_2,Bachelor's,m,other,1,59,1.0,3,0,83,0,83
32896,Procurement,region_7,Bachelor's,f,other,1,27,2.0,2,0,74,0,74
7657,Technology,region_7,Bachelor's,m,other,3,28,,1,0,83,0,249
57495,Operations,region_2,,m,other,1,37,4.0,4,0,64,0,64
57356,Procurement,region_27,Bachelor's,m,other,2,36,1.0,9,0,64,0,128
29426,Finance,region_2,Bachelor's,f,other,2,26,4.0,2,0,58,0,116
74429,Sales & Marketing,region_22,Master's & above,m,other,1,32,3.0,8,0,52,0,52
44185,Procurement,region_2,Bachelor's,m,other,1,55,2.0,3,0,70,0,70
41698,Operations,region_7,Bachelor's,m,sourcing,2,33,3.0,7,0,59,0,118
47620,Procurement,region_2,Below Secondary,m,other,1,20,,1,0,70,0,70
29483,Operations,region_12,Bachelor's,m,other,1,28,4.0,5,0,60,0,60
52341,Procurement,region_26,Bachelor's,m,sourcing,1,29,1.0,3,0,75,0,75
30790,Technology,region_22,Master's & above,f,sourcing,1,33,3.0,4,0,81,0,81
68902,HR,region_25,Bachelor's,f,other,1,28,3.0,3,1,50,0,50
70887,Sales & Marketing,region_31,Bachelor's,m,other,2,33,3.0,5,0,48,0,96
76255,Procurement,region_26,Bachelor's,f,sourcing,1,37,1.0,6,0,71,0,71
11996,Procurement,region_7,Bachelor's,m,other,1,31,3.0,6,0,70,0,70
46880,Technology,region_2,Bachelor's,f,sourcing,1,58,3.0,14,0,76,0,76
24467,Legal,region_27,Bachelor's,m,other,1,26,,1,0,57,0,57
32250,Technology,region_2,Bachelor's,f,referred,1,53,4.0,7,0,81,0,81
49545,Analytics,region_32,Bachelor's,m,sourcing,2,32,3.0,4,0,83,0,166
28301,Analytics,region_15,Master's & above,m,other,1,35,3.0,9,0,83,0,83
1490,Analytics,region_34,Bachelor's,m,sourcing,1,35,5.0,5,0,89,0,89
34341,Operations,region_2,Bachelor's,m,sourcing,1,27,1.0,3,0,59,0,59
61841,Technology,region_17,Bachelor's,m,other,1,32,3.0,4,0,77,1,77
52298,Sales & Marketing,region_12,Bachelor's,m,other,2,32,4.0,9,0,51,0,102
53202,Procurement,region_17,Bachelor's,f,other,1,48,4.0,17,0,70,0,70
66935,Finance,region_1,Bachelor's,f,other,1,26,5.0,3,0,58,0,58
2677,Sales & Marketing,region_28,Master's & above,f,other,1,33,4.0,6,0,43,0,43
47481,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,34,4.0,7,0,48,0,48
52187,Analytics,region_2,Bachelor's,m,other,1,50,5.0,7,0,87,0,87
68763,Technology,region_2,Below Secondary,m,referred,1,23,4.0,2,0,82,0,82
44423,Technology,region_20,Bachelor's,m,other,2,29,3.0,3,0,72,0,144
13052,Sales & Marketing,region_2,Bachelor's,m,other,1,37,5.0,8,0,52,0,52
62485,Finance,region_12,Bachelor's,m,other,1,28,4.0,2,0,56,0,56
21186,Sales & Marketing,region_5,Bachelor's,m,other,1,29,3.0,6,0,47,0,47
59418,Procurement,region_33,Bachelor's,m,other,1,26,2.0,3,0,69,0,69
61123,Analytics,region_14,Bachelor's,m,sourcing,1,31,5.0,4,0,84,0,84
10598,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,29,2.0,3,0,45,0,45
9255,Legal,region_22,Master's & above,m,other,3,35,3.0,6,0,62,0,186
5381,Sales & Marketing,region_2,Bachelor's,m,referred,1,33,5.0,4,0,48,0,48
9627,Operations,region_29,Bachelor's,f,other,2,32,3.0,6,0,61,0,122
24923,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,30,1.0,3,0,49,0,49
20720,Operations,region_4,Bachelor's,f,sourcing,1,41,5.0,13,0,59,0,59
57904,Finance,region_20,Bachelor's,f,sourcing,1,29,4.0,5,0,59,0,59
71128,Technology,region_7,Master's & above,m,sourcing,1,51,3.0,11,0,79,0,79
9607,Sales & Marketing,region_2,Master's & above,m,other,1,36,5.0,9,0,47,0,47
56566,Sales & Marketing,region_27,,m,other,1,28,5.0,3,0,51,0,51
58840,Sales & Marketing,region_25,Master's & above,m,other,1,36,3.0,7,0,46,0,46
32812,Analytics,region_22,,m,other,1,29,3.0,2,0,84,1,84
10649,Sales & Marketing,region_10,Bachelor's,f,other,1,30,3.0,8,0,49,0,49
3216,Technology,region_5,Bachelor's,m,sourcing,1,37,2.0,9,0,79,0,79
63305,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,29,3.0,2,0,50,0,50
23873,Sales & Marketing,region_22,,m,other,1,26,1.0,5,0,47,0,47
61739,Technology,region_2,Master's & above,m,sourcing,1,34,3.0,2,0,84,1,84
18172,Legal,region_27,Bachelor's,m,sourcing,1,33,5.0,6,0,55,0,55
39066,Sales & Marketing,region_7,Bachelor's,m,other,1,30,5.0,6,0,49,0,49
28329,Operations,region_8,Bachelor's,m,other,1,27,4.0,2,0,68,0,68
21471,Analytics,region_5,Bachelor's,m,other,1,34,3.0,7,0,84,0,84
1097,Analytics,region_7,Master's & above,m,other,2,42,3.0,2,0,82,0,164
28297,Operations,region_5,Bachelor's,m,other,1,33,3.0,8,0,61,0,61
68651,Operations,region_32,Bachelor's,m,other,1,27,,1,0,60,0,60
6895,Sales & Marketing,region_4,Bachelor's,m,other,1,30,1.0,4,0,50,0,50
74196,Operations,region_26,Bachelor's,m,sourcing,2,32,3.0,3,0,59,0,118
76425,Technology,region_27,Master's & above,m,sourcing,1,42,1.0,12,0,82,0,82
57461,Operations,region_22,Bachelor's,m,sourcing,2,43,5.0,14,0,60,0,120
2412,Operations,region_2,Bachelor's,f,sourcing,1,53,5.0,5,0,62,0,62
38497,Sales & Marketing,region_2,Master's & above,f,sourcing,1,40,5.0,4,0,49,0,49
30865,Procurement,region_26,Below Secondary,f,other,1,23,,1,0,66,0,66
71940,Sales & Marketing,region_32,,m,other,3,28,3.0,2,0,54,0,162
